time,well_pump,new_fridge,water_heater,old_fridge
02/11/2021 02:55:36 PM,0.073,0.696,0.098,0.073
02/11/2021 02:56:36 PM,0.061,0.684,0.122,0.073
02/11/2021 02:57:36 PM,0.073,0.672,0.122,0.073
02/11/2021 02:58:36 PM,0.073,0.672,0.098,0.073
02/11/2021 02:59:36 PM,0.073,0.672,0.098,0.073
02/11/2021 03:00:36 PM,0.061,0.672,0.098,0.049
02/11/2021 03:01:36 PM,0.061,0.672,0.098,0.049
02/11/2021 03:02:36 PM,0.061,0.672,0.098,0.073
02/11/2021 03:03:36 PM,0.073,0.672,0.098,0.073
02/11/2021 03:04:36 PM,0.061,0.672,0.098,0.073
02/11/2021 03:05:36 PM,0.073,0.672,0.098,0.073
02/11/2021 03:06:36 PM,0.073,0.672,0.122,0.073
02/11/2021 03:07:36 PM,0.073,0.672,0.098,0.073
02/11/2021 03:08:36 PM,0.061,0.672,0.098,0.073
02/11/2021 03:09:36 PM,0.073,0.672,0.098,0.073
02/11/2021 03:10:36 PM,0.073,0.672,0.122,0.098
02/11/2021 03:11:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:12:36 PM,0.073,0.672,0.098,0.073
02/11/2021 03:13:36 PM,0.073,0.672,0.098,0.073
02/11/2021 03:14:36 PM,0.061,0.672,0.098,0.073
02/11/2021 03:15:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:16:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:17:36 PM,0.061,0.672,0.098,0.073
02/11/2021 03:18:36 PM,0.073,0.659,0.098,0.098
02/11/2021 03:19:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:20:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:21:36 PM,0.073,0.659,0.122,0.073
02/11/2021 03:22:36 PM,0.061,0.659,0.098,0.073
02/11/2021 03:23:36 PM,6.581,0.684,0.122,0.073
02/11/2021 03:24:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:25:36 PM,0.073,0.659,0.122,0.073
02/11/2021 03:26:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:27:36 PM,0.061,0.659,0.122,0.073
02/11/2021 03:28:36 PM,0.061,0.659,0.098,0.073
02/11/2021 03:29:36 PM,0.061,0.659,0.098,0.073
02/11/2021 03:30:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:31:36 PM,0.061,0.659,0.098,0.073
02/11/2021 03:32:36 PM,0.061,0.659,0.073,0.073
02/11/2021 03:33:36 PM,0.073,0.647,0.098,0.073
02/11/2021 03:34:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:35:36 PM,0.061,0.659,0.098,0.073
02/11/2021 03:36:36 PM,0.073,0.659,0.122,0.073
02/11/2021 03:37:36 PM,0.061,0.659,0.098,0.073
02/11/2021 03:38:36 PM,0.061,0.659,0.098,0.073
02/11/2021 03:39:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:40:36 PM,0.073,0.647,0.098,0.098
02/11/2021 03:41:36 PM,0.073,0.659,0.122,0.073
02/11/2021 03:42:36 PM,0.073,0.659,0.098,0.098
02/11/2021 03:43:36 PM,0.061,0.659,0.098,0.073
02/11/2021 03:44:36 PM,0.061,0.659,0.098,0.073
02/11/2021 03:45:36 PM,0.061,0.659,0.098,0.073
02/11/2021 03:46:36 PM,0.061,0.647,0.098,0.073
02/11/2021 03:47:36 PM,0.073,0.623,0.098,0.073
02/11/2021 03:48:36 PM,6.557,0.659,0.098,0.073
02/11/2021 03:49:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:50:36 PM,0.073,0.647,0.098,0.073
02/11/2021 03:51:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:52:36 PM,0.061,0.659,0.098,0.073
02/11/2021 03:53:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:54:36 PM,0.073,0.659,0.122,0.073
02/11/2021 03:55:36 PM,0.073,0.659,0.122,0.073
02/11/2021 03:56:36 PM,0.073,0.647,0.122,0.073
02/11/2021 03:57:36 PM,0.073,0.659,0.098,0.073
02/11/2021 03:58:36 PM,0.110,0.672,0.098,0.098
02/11/2021 03:59:36 PM,0.085,0.647,0.122,0.073
02/11/2021 04:00:36 PM,0.061,0.647,0.098,0.073
02/11/2021 04:01:36 PM,0.073,0.647,0.122,0.073
02/11/2021 04:02:36 PM,0.073,0.611,0.098,0.073
02/11/2021 04:03:36 PM,0.061,0.647,0.098,0.073
02/11/2021 04:04:36 PM,0.073,0.647,0.098,0.073
02/11/2021 04:05:36 PM,0.061,0.659,0.098,0.073
02/11/2021 04:06:36 PM,0.073,0.659,0.098,0.073
02/11/2021 04:07:36 PM,0.073,0.635,0.098,0.098
02/11/2021 04:08:36 PM,0.073,0.647,0.098,0.073
02/11/2021 04:09:36 PM,0.073,0.647,0.098,0.073
02/11/2021 04:10:36 PM,0.061,0.647,0.098,0.073
02/11/2021 04:11:36 PM,0.073,0.647,0.098,0.073
02/11/2021 04:12:36 PM,0.073,0.647,0.098,0.073
02/11/2021 04:13:36 PM,0.073,0.647,0.098,0.073
02/11/2021 04:14:36 PM,0.073,0.635,0.098,0.073
02/11/2021 04:15:36 PM,0.073,0.635,0.098,0.073
02/11/2021 04:16:36 PM,0.073,0.513,0.098,0.098
02/11/2021 04:17:36 PM,0.073,0.513,0.098,0.073
02/11/2021 04:18:36 PM,0.073,0.525,0.098,0.073
02/11/2021 04:19:36 PM,0.073,0.525,0.098,0.073
02/11/2021 04:20:36 PM,0.073,0.513,0.122,0.098
02/11/2021 04:21:36 PM,0.073,0.525,0.098,0.073
02/11/2021 04:22:36 PM,0.073,0.513,0.098,0.073
02/11/2021 04:23:36 PM,0.061,0.513,0.098,0.073
02/11/2021 04:24:36 PM,0.073,0.513,0.098,0.073
02/11/2021 04:25:36 PM,0.061,0.513,0.098,0.073
02/11/2021 04:26:36 PM,0.061,0.513,0.098,0.073
02/11/2021 04:27:36 PM,0.061,0.525,0.122,0.073
02/11/2021 04:28:36 PM,0.073,0.513,0.098,0.073
02/11/2021 04:29:36 PM,0.073,0.525,0.098,0.098
02/11/2021 04:30:36 PM,0.073,0.562,0.098,0.073
02/11/2021 04:31:36 PM,0.073,0.574,0.098,0.073
02/11/2021 04:32:36 PM,0.073,0.586,0.098,0.073
02/11/2021 04:33:36 PM,0.073,0.586,0.098,0.073
02/11/2021 04:34:36 PM,0.061,0.598,0.098,0.073
02/11/2021 04:35:36 PM,6.606,0.611,0.122,0.073
02/11/2021 04:36:36 PM,0.073,0.598,0.098,0.073
02/11/2021 04:37:36 PM,0.073,0.598,0.098,0.073
02/11/2021 04:38:36 PM,0.073,0.598,0.098,0.073
02/11/2021 04:39:36 PM,0.061,0.598,0.098,0.073
02/11/2021 04:40:36 PM,0.061,0.598,0.098,0.073
02/11/2021 04:41:36 PM,0.073,0.598,0.098,0.073
02/11/2021 04:42:36 PM,0.073,0.598,0.098,0.073
02/11/2021 04:43:36 PM,0.073,0.598,0.098,0.098
02/11/2021 04:44:36 PM,0.073,0.598,0.122,0.098
02/11/2021 04:45:36 PM,0.073,0.708,0.073,0.073
02/11/2021 04:46:36 PM,0.061,0.598,0.098,0.073
02/11/2021 04:47:36 PM,0.073,0.598,0.098,0.073
02/11/2021 04:48:36 PM,0.073,0.598,0.098,0.098
02/11/2021 04:49:36 PM,0.061,0.598,0.098,0.098
02/11/2021 04:50:36 PM,0.073,0.598,0.098,0.098
02/11/2021 04:51:36 PM,0.073,0.598,0.098,0.073
02/11/2021 04:52:36 PM,0.073,0.598,0.098,0.073
02/11/2021 04:53:36 PM,0.073,0.598,0.098,0.073
02/11/2021 04:54:36 PM,0.073,0.598,0.098,0.073
02/11/2021 04:55:36 PM,0.073,0.598,0.098,0.098
02/11/2021 04:56:36 PM,0.073,0.598,0.122,0.073
02/11/2021 04:57:36 PM,0.061,0.598,0.098,0.073
02/11/2021 04:58:36 PM,0.061,0.598,0.073,0.073
02/11/2021 04:59:36 PM,0.061,0.598,0.122,0.098
02/11/2021 05:00:36 PM,0.073,0.598,0.098,0.073
02/11/2021 05:01:36 PM,0.073,0.586,0.122,0.073
02/11/2021 05:02:36 PM,0.085,0.574,0.098,0.098
02/11/2021 05:03:36 PM,0.073,0.549,0.098,0.098
02/11/2021 05:04:36 PM,0.073,0.537,0.098,0.098
02/11/2021 05:05:36 PM,0.073,0.537,0.098,0.073
02/11/2021 05:06:36 PM,0.073,0.537,0.098,0.073
02/11/2021 05:07:36 PM,0.049,0.525,0.098,0.806
02/11/2021 05:08:36 PM,0.061,0.537,0.098,0.757
02/11/2021 05:09:36 PM,0.073,0.525,0.098,0.733
02/11/2021 05:10:36 PM,0.073,0.525,0.098,0.733
02/11/2021 05:11:36 PM,0.073,0.525,0.098,0.708
02/11/2021 05:12:36 PM,0.061,0.513,0.098,0.708
02/11/2021 05:13:36 PM,0.073,0.525,0.098,0.708
02/11/2021 05:14:36 PM,0.073,0.513,0.098,0.708
02/11/2021 05:15:36 PM,0.061,0.635,0.098,0.708
02/11/2021 05:16:36 PM,0.073,0.513,0.098,0.708
02/11/2021 05:17:36 PM,0.073,0.513,0.122,0.708
02/11/2021 05:18:36 PM,0.073,0.513,0.098,0.708
02/11/2021 05:19:36 PM,0.073,0.513,0.098,0.708
02/11/2021 05:20:36 PM,0.073,0.513,18.168,0.781
02/11/2021 05:21:36 PM,0.061,0.513,18.193,0.757
02/11/2021 05:22:36 PM,0.061,0.513,18.217,0.757
02/11/2021 05:23:36 PM,0.073,0.501,18.193,0.757
02/11/2021 05:24:36 PM,0.073,0.501,18.144,0.757
02/11/2021 05:25:36 PM,0.061,0.513,18.144,0.757
02/11/2021 05:26:36 PM,0.073,0.501,18.168,0.757
02/11/2021 05:27:36 PM,0.061,0.488,18.144,0.757
02/11/2021 05:28:36 PM,0.073,0.488,18.144,0.757
02/11/2021 05:29:36 PM,0.061,0.501,18.168,0.757
02/11/2021 05:30:36 PM,0.061,0.501,18.120,0.757
02/11/2021 05:31:36 PM,0.061,0.501,18.095,0.757
02/11/2021 05:32:36 PM,0.049,0.501,18.095,0.757
02/11/2021 05:33:36 PM,0.049,0.501,0.122,0.684
02/11/2021 05:34:36 PM,0.073,0.501,0.098,0.684
02/11/2021 05:35:36 PM,0.061,0.501,0.122,0.684
02/11/2021 05:36:36 PM,0.061,0.501,0.098,0.684
02/11/2021 05:37:36 PM,0.073,0.501,0.098,0.684
02/11/2021 05:38:36 PM,0.061,0.488,0.122,0.684
02/11/2021 05:39:36 PM,0.061,0.501,0.098,0.684
02/11/2021 05:40:36 PM,0.073,0.501,0.098,0.684
02/11/2021 05:41:36 PM,0.061,0.501,0.122,0.684
02/11/2021 05:42:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:43:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:44:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:45:36 PM,0.061,0.598,0.098,0.684
02/11/2021 05:46:36 PM,0.073,0.488,0.098,0.684
02/11/2021 05:47:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:48:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:49:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:50:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:51:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:52:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:53:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:54:36 PM,0.061,0.488,0.098,0.659
02/11/2021 05:55:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:56:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:57:36 PM,0.049,0.488,0.122,0.659
02/11/2021 05:58:36 PM,0.061,0.488,0.098,0.684
02/11/2021 05:59:36 PM,0.061,0.488,0.098,0.684
02/11/2021 06:00:36 PM,0.061,0.488,0.098,0.684
02/11/2021 06:01:36 PM,0.061,0.488,0.122,0.684
02/11/2021 06:02:36 PM,0.061,0.476,0.098,0.659
02/11/2021 06:03:36 PM,0.061,0.488,0.122,0.659
02/11/2021 06:04:36 PM,0.061,0.452,0.098,0.684
02/11/2021 06:05:36 PM,0.061,0.488,0.098,0.684
02/11/2021 06:06:36 PM,0.073,0.501,0.098,0.684
02/11/2021 06:07:36 PM,0.049,0.501,0.098,0.684
02/11/2021 06:08:36 PM,0.061,0.501,0.122,0.684
02/11/2021 06:09:36 PM,0.073,0.513,0.098,0.684
02/11/2021 06:10:36 PM,0.061,0.537,0.098,0.684
02/11/2021 06:11:36 PM,0.061,0.562,0.098,0.659
02/11/2021 06:12:36 PM,6.569,0.574,0.098,0.659
02/11/2021 06:13:36 PM,0.061,0.562,0.098,0.684
02/11/2021 06:14:36 PM,0.061,0.562,0.098,0.684
02/11/2021 06:15:36 PM,0.061,0.672,0.122,0.659
02/11/2021 06:16:36 PM,0.049,0.562,0.098,1.856
02/11/2021 06:17:36 PM,0.061,0.574,0.098,1.807
02/11/2021 06:18:36 PM,0.061,0.574,0.098,0.659
02/11/2021 06:19:36 PM,0.061,0.574,0.098,0.684
02/11/2021 06:20:36 PM,0.061,0.562,0.098,0.708
02/11/2021 06:21:36 PM,0.073,0.574,0.098,0.684
02/11/2021 06:22:36 PM,0.061,0.574,0.098,1.856
02/11/2021 06:23:36 PM,0.061,0.574,0.098,0.684
02/11/2021 06:24:36 PM,0.061,0.574,0.098,0.684
02/11/2021 06:25:36 PM,0.061,0.574,0.098,0.684
02/11/2021 06:26:36 PM,0.049,0.611,0.098,0.659
02/11/2021 06:27:36 PM,0.061,0.611,0.098,0.684
02/11/2021 06:28:36 PM,0.061,0.611,0.098,0.684
02/11/2021 06:29:36 PM,0.073,0.623,0.098,0.684
02/11/2021 06:30:36 PM,0.061,0.623,0.098,0.684
02/11/2021 06:31:36 PM,0.061,0.635,0.098,0.659
02/11/2021 06:32:36 PM,0.061,0.562,0.098,0.684
02/11/2021 06:33:36 PM,0.061,0.598,0.098,0.659
02/11/2021 06:34:36 PM,0.061,0.574,0.098,0.659
02/11/2021 06:35:36 PM,0.061,0.562,0.098,0.708
02/11/2021 06:36:36 PM,0.061,0.549,0.098,0.684
02/11/2021 06:37:36 PM,0.061,0.537,0.098,0.659
02/11/2021 06:38:36 PM,0.061,0.525,0.098,0.684
02/11/2021 06:39:36 PM,0.073,0.525,0.122,0.684
02/11/2021 06:40:36 PM,0.049,0.525,0.098,0.684
02/11/2021 06:41:36 PM,0.061,0.488,0.098,0.684
02/11/2021 06:42:36 PM,0.061,0.525,0.098,0.684
02/11/2021 06:43:36 PM,0.049,0.513,0.098,0.708
02/11/2021 06:44:36 PM,0.061,0.513,0.098,0.684
02/11/2021 06:45:36 PM,0.049,0.623,0.098,0.684
02/11/2021 06:46:36 PM,0.061,0.513,0.098,0.684
02/11/2021 06:47:36 PM,0.061,0.513,0.098,0.684
02/11/2021 06:48:36 PM,0.049,0.513,0.098,0.684
02/11/2021 06:49:36 PM,0.061,0.513,0.098,0.684
02/11/2021 06:50:36 PM,0.061,0.513,0.098,0.659
02/11/2021 06:51:36 PM,0.073,0.513,0.098,0.684
02/11/2021 06:52:36 PM,0.061,0.513,0.098,0.684
02/11/2021 06:53:36 PM,0.061,0.513,0.098,0.684
02/11/2021 06:54:36 PM,0.061,0.513,0.098,0.684
02/11/2021 06:55:36 PM,0.061,0.513,17.900,0.757
02/11/2021 06:56:36 PM,0.061,0.513,17.924,0.733
02/11/2021 06:57:36 PM,0.061,0.501,17.973,0.757
02/11/2021 06:58:36 PM,6.435,0.513,17.900,0.733
02/11/2021 06:59:36 PM,0.061,0.513,17.949,0.757
02/11/2021 07:00:36 PM,0.061,0.537,17.949,0.733
02/11/2021 07:01:36 PM,0.049,0.501,17.973,0.733
02/11/2021 07:02:36 PM,0.061,0.464,17.949,0.733
02/11/2021 07:03:36 PM,0.061,0.513,17.973,0.757
02/11/2021 07:04:36 PM,0.061,0.525,17.949,0.757
02/11/2021 07:05:36 PM,0.061,0.537,17.949,0.757
02/11/2021 07:06:36 PM,0.049,0.598,17.998,0.757
02/11/2021 07:07:36 PM,0.061,0.611,17.998,0.733
02/11/2021 07:08:36 PM,0.061,0.537,17.998,0.733
02/11/2021 07:09:36 PM,0.049,0.549,17.949,0.733
02/11/2021 07:10:36 PM,0.037,0.586,17.949,0.733
02/11/2021 07:11:36 PM,0.049,0.586,0.122,0.659
02/11/2021 07:12:36 PM,0.049,0.598,0.147,0.659
02/11/2021 07:13:36 PM,0.049,0.586,0.122,0.684
02/11/2021 07:14:36 PM,0.049,0.598,0.147,0.659
02/11/2021 07:15:36 PM,0.037,0.708,0.147,0.635
02/11/2021 07:16:36 PM,0.037,0.598,0.147,0.659
02/11/2021 07:17:36 PM,0.037,0.549,0.147,0.659
02/11/2021 07:18:36 PM,0.037,0.598,0.147,0.659
02/11/2021 07:19:36 PM,0.049,0.598,0.122,0.659
02/11/2021 07:20:36 PM,0.073,0.598,0.098,0.684
02/11/2021 07:21:36 PM,0.061,0.598,0.098,0.684
02/11/2021 07:22:36 PM,0.061,0.611,0.122,0.684
02/11/2021 07:23:36 PM,0.061,0.598,0.122,0.659
02/11/2021 07:24:36 PM,0.049,0.598,0.098,0.684
02/11/2021 07:25:36 PM,0.049,1.013,0.122,0.684
02/11/2021 07:26:36 PM,0.049,0.611,0.122,0.659
02/11/2021 07:27:36 PM,0.073,0.611,0.122,0.684
02/11/2021 07:28:36 PM,0.061,0.598,0.122,0.659
02/11/2021 07:29:36 PM,0.061,0.598,0.098,0.684
02/11/2021 07:30:36 PM,0.061,0.598,0.122,0.024
02/11/2021 07:31:36 PM,0.061,0.574,0.098,0.049
02/11/2021 07:32:36 PM,0.073,0.549,0.098,0.049
02/11/2021 07:33:36 PM,0.061,0.549,0.098,0.049
02/11/2021 07:34:36 PM,0.061,0.537,0.122,0.073
02/11/2021 07:35:36 PM,0.061,0.537,0.122,0.073
02/11/2021 07:36:36 PM,0.061,0.537,0.098,0.049
02/11/2021 07:37:36 PM,0.061,0.525,0.122,0.049
02/11/2021 07:38:36 PM,0.061,0.525,0.098,0.049
02/11/2021 07:39:36 PM,0.049,0.525,0.098,0.049
02/11/2021 07:40:36 PM,0.061,0.513,0.122,0.073
02/11/2021 07:41:36 PM,0.049,0.513,0.098,0.049
02/11/2021 07:42:36 PM,0.061,0.525,0.098,0.049
02/11/2021 07:43:36 PM,0.061,0.513,0.122,0.073
02/11/2021 07:44:36 PM,0.049,0.525,0.122,0.073
02/11/2021 07:45:36 PM,0.061,0.623,0.098,0.049
02/11/2021 07:46:36 PM,0.061,0.501,0.098,0.049
02/11/2021 07:47:36 PM,0.073,0.513,0.122,0.049
02/11/2021 07:48:36 PM,0.049,0.513,0.098,0.049
02/11/2021 07:49:36 PM,0.061,0.501,0.122,0.073
02/11/2021 07:50:36 PM,0.049,0.501,0.098,0.049
02/11/2021 07:51:36 PM,0.073,0.501,0.122,0.049
02/11/2021 07:52:36 PM,0.061,0.513,0.098,0.049
02/11/2021 07:53:36 PM,0.061,0.501,0.122,0.049
02/11/2021 07:54:36 PM,0.061,0.501,0.122,0.073
02/11/2021 07:55:36 PM,0.061,0.513,0.122,0.049
02/11/2021 07:56:36 PM,0.061,0.513,0.098,0.049
02/11/2021 07:57:36 PM,0.049,0.513,0.122,0.073
02/11/2021 07:58:36 PM,0.073,0.549,0.122,0.049
02/11/2021 07:59:36 PM,0.061,0.513,0.098,0.073
02/11/2021 08:00:36 PM,0.073,0.940,0.122,0.073
02/11/2021 08:01:36 PM,0.061,0.904,0.098,0.049
02/11/2021 08:02:36 PM,0.061,0.488,0.098,0.049
02/11/2021 08:03:36 PM,0.073,0.513,0.122,0.049
02/11/2021 08:04:36 PM,0.061,0.891,0.098,0.049
02/11/2021 08:05:36 PM,0.049,0.513,0.098,0.049
02/11/2021 08:06:36 PM,0.049,0.513,0.122,0.049
02/11/2021 08:07:36 PM,0.073,0.513,0.122,0.049
02/11/2021 08:08:36 PM,0.061,0.513,0.098,0.073
02/11/2021 08:09:36 PM,0.061,0.513,0.098,0.049
